n_wait,rep_n,agent_type,p_delayed
0,75,MF,0.9957054657644269
0,76,MB,0.9718836963278038
0,76,MF,0.9997168250919126
0,77,MB,0.9813392700519122
0,77,MF,0.9997168250919126
0,78,MB,0.9853646114503288
0,78,MF,0.9956338350132201
0,79,MB,0.9777616159474375
0,79,MF,0.9997168250919126
0,80,MB,0.9718836963278038
0,80,MF,0.9997168250919126
0,81,MB,0.9813392700519122
0,81,MF,0.9957054619344201
0,82,MB,0.9777616159474375
0,82,MF,0.995705464009619
0,83,MB,0.9837036320740563
0,83,MF,0.9997168250919126
0,84,MB,0.9718836963278038
0,84,MF,0.9957045703565074
0,85,MB,0.9718836963278038
0,85,MF,0.9957054619344201
0,86,MB,0.9777616159474375
0,86,MF,0.995686628895103
0,87,MB,0.9777616159474375
0,87,MF,0.9957054656884552
0,88,MB,0.9837036320740563
0,88,MF,0.9956672886081971
0,89,MB,0.9777616159474375
0,89,MF,0.9957054657658447
0,90,MB,0.9853646114503288
0,90,MF,0.9997168250919126
0,91,MB,0.9777616159474375
0,91,MF,0.0616266092421711
0,92,MB,0.9813392700519122
0,92,MF,0.9997168250919126
0,93,MB,0.9777616159474375
0,93,MF,0.995705465758528
0,94,MB,0.9837036320740563
0,94,MF,0.9997168250919126
0,95,MB,0.9718836963278038
0,95,MF,0.995705276756849
0,96,MB,0.9777616159474375
0,96,MF,0.9997168250919126
0,97,MB,0.9813392700519122
0,97,MF,0.9956964982222912
0,98,MB,0.9777616159474375
0,98,MF,0.9957054619344201
0,99,MB,0.9777616159474375
0,99,MF,0.9957045703565074
1,0,MB,0.9390521573895514
1,0,MF,0.9870790524550718
1,1,MB,0.9459966279284661
1,1,MF,0.99225742798167
1,2,MB,0.9512034551783078
1,2,MF,0.027993710930542707
1,3,MB,0.9333305048136289
1,3,MF,0.99922597040565
1,4,MB,0.9435480501537286
1,4,MF,0.48182739855536
1,5,MB,0.9362542066807895
1,5,MF,0.9883129282873572
1,6,MB,0.9295036907431469
1,6,MF,0.9911258249638819
1,7,MB,0.9376749002672251
1,7,MF,0.4840480292120546
1,8,MB,0.9358530837038795
1,8,MF,0.02799371093057221
1,9,MB,0.9406777127389538
1,9,MF,0.9922943970926473
1,10,MB,0.9355803177556848
1,10,MF,0.006557678460618471
1,11,MB,0.938106658395504
1,11,MF,0.4820469537604946
1,12,MB,0.9322129218276564
1,12,MF,0.9922929219638199
1,13,MB,0.9367094072506775
1,13,MF,0.9882126435973198
1,14,MB,0.9496628088492863
1,14,MF,0.9992259656631419
1,15,MB,0.9468222864873379
1,15,MF,0.9883129581476411
1,16,MB,0.9492963624518641
1,16,MF,0.9882788595332349
1,17,MB,0.9438619169073265
1,17,MF,0.978520810866803
1,18,MB,0.9441728543589208
1,18,MF,0.988312896483982
1,19,MB,0.9506794382987376
1,19,MF,0.4825786336568092
1,20,MB,0.9462267017000412
1,20,MF,0.9883128801277126
1,21,MB,0.936370899590039
1,21,MF,0.9922944723820082
1,22,MB,0.9607049695687918
1,22,MF,0.9992231593466094
1,23,MB,0.9241346367219037
1,23,MF,0.9914261154096891
1,24,MB,0.9598963929991211
1,24,MF,0.9856451183560786
1,25,MB,0.9295026032983931
1,25,MF,0.9882750754342553
1,26,MB,0.9325276799207463
1,26,MF,0.9883127815490628
1,27,MB,0.9319828962885449
1,27,MF,0.9951784222189113
1,28,MB,0.9184244382595285
1,28,MF,0.3369476464284832
1,29,MB,0.9306496600438394
1,29,MF,0.9913005753859659
1,30,MB,0.9437763565146366
1,30,MF,0.9881723546868978
1,31,MB,0.9367715117199419
1,31,MF,0.9883129691487608
1,32,MB,0.9497966598667711
1,32,MF,0.9304802988775416
1,33,MB,0.9350415237638533
1,33,MF,0.9921711418338399
1,34,MB,0.9425073406920155
1,34,MF,0.99922597040565
1,35,MB,0.9222603451391219
1,35,MF,0.9880157538659086
1,36,MB,0.9316440321062546
1,36,MF,0.9883129608470184
1,37,MB,0.9468152024037693
1,37,MF,0.9880154328452876
1,38,MB,0.92799843432141
1,38,MF,0.9922895749434567
1,39,MB,0.9425711245690306
1,39,MF,0.988312546173713
1,40,MB,0.954718744923843
1,40,MF,0.9824653846582898
1,41,MB,0.9367884540653049
1,41,MF,0.4817485692606829
1,42,MB,0.927210331589357
1,42,MF,0.9922938342501737
1,43,MB,0.9327930507007887
1,43,MF,0.9881736601950807
1,44,MB,0.9377451461923872
1,44,MF,0.027993710930542957
1,45,MB,0.9509435616594035
1,45,MF,0.9921915846481622
1,46,MB,0.9334877644702267
1,46,MF,0.988274748028347
1,47,MB,0.9348727663243797
1,47,MF,0.9952165633973742
1,48,MB,0.9367869658556551
1,48,MF,0.9856341557801863
1,49,MB,0.944568621997591
1,49,MF,0.48076911659608523
1,50,MB,0.9443577193465678
1,50,MF,0.995216540885728
1,51,MB,0.9440594825645845
1,51,MF,0.4632001271480988
1,52,MB,0.9362972236626221
1,52,MF,0.9883040681279028
1,53,MB,0.9445761890123994
1,53,MF,0.9874479400588528
1,54,MB,0.9419165674163367
1,54,MF,0.9319302901571361
1,55,MB,0.9367760291308881
1,55,MF,0.48210533681023204
1,56,MB,0.9493583634603086
1,56,MF,0.999223515335564
1,57,MB,0.9425932032091087
1,57,MF,0.9855367819556454
1,58,MB,0.9519195054591962
1,58,MF,0.9922945452355532
1,59,MB,0.9491462676275478
1,59,MF,0.9882750045140081
1,60,MB,0.9461005827882024
1,60,MF,0.027993710926525705
1,61,MB,0.9459200717673377
1,61,MF,0.9922815174879377
1,62,MB,0.9445467196729163
1,62,MF,0.9992256620752785
1,63,MB,0.9223746354369671
1,63,MF,0.027993712605629717
1,64,MB,0.9156872750666196
1,64,MF,0.02739551818061409
1,65,MB,0.945862143630589
1,65,MF,0.9882385373001236
1,66,MB,0.9404368500769031
1,66,MF,0.9882670764231842
1,67,MB,0.9382665749024439
1,67,MF,0.9883123800618668
1,68,MB,0.9388253382061954
1,68,MF,0.9785763735634158
1,69,MB,0.9253035219504152
1,69,MF,0.9921711422238453
1,70,MB,0.9388199570022607
1,70,MF,0.027993710929198026
1,71,MB,0.9430213955973863
1,71,MF,0.9922898626822827
1,72,MB,0.9172043545926237
1,72,MF,0.99922597040565
1,73,MB,0.9451857184992574
1,73,MF,0.9883087296105539
1,74,MB,0.9298770839168505
1,74,MF,0.995315001385689
1,75,MB,0.9310656873583361
1,75,MF,0.9882760443157937
1,76,MB,0.9504156788339723
1,76,MF,0.988295026472695
1,77,MB,0.9403716193217202
1,77,MF,0.9951449850489911
1,78,MB,0.9436581206657407
1,78,MF,0.9822646446921625
1,79,MB,0.9491376702492514
1,79,MF,0.9950342136296146
1,80,MB,0.9358186915110588
1,80,MF,0.9922790241507674
1,81,MB,0.9504049656225396
1,81,MF,0.9922287706893312
1,82,MB,0.9523294713596279
1,82,MF,0.9882910979052569
1,83,MB,0.9526123890238196
1,83,MF,0.99922597040565
1,84,MB,0.9330326388044569
1,84,MF,0.9922945466226523
1,85,MB,0.9152048047080233
1,85,MF,0.33790329555607074
1,86,MB,0.9368577500343408
1,86,MF,0.007931002064637168
1,87,MB,0.9523677699655391
1,87,MF,0.999223515335564
1,88,MB,0.9342407288839818
1,88,MF,0.9922945466199382
1,89,MB,0.9348021266888096
1,89,MF,0.48188591783392415
1,90,MB,0.9344977970759994
1,90,MF,0.9883117560622696
1,91,MB,0.9326191947125285
1,91,MF,0.99922597040565
1,92,MB,0.9464236221427771
1,92,MF,0.992263331791521
1,93,MB,0.929767996334478
1,93,MF,0.9874476301150484
1,94,MB,0.9517071425577834
1,94,MF,0.02799357282389009
1,95,MB,0.9411666719262527
1,95,MF,0.99922597040565
1,96,MB,0.942867461141383
1,96,MF,0.9883004235606526
1,97,MB,0.9434064245637219
1,97,MF,0.9952157085176527
1,98,MB,0.9491848777517211
1,98,MF,0.9882472573546809
1,99,MB,0.8987946937744721
1,99,MF,0.4821702370454371
2,0,MB,0.8471828759268989
2,0,MF,0.9771622636562649
2,1,MB,0.8062527934247661
2,1,MF,0.9803339765252761
2,2,MB,0.8362933820868654
2,2,MF,0.005393609572510714
2,3,MB,0.839842386135969
2,3,MF,0.46530855933600196
2,4,MB,0.8407544825203372
2,4,MF,0.9867142933245624
2,5,MB,0.8719123858790017
2,5,MF,0.8394316893905028
2,6,MB,0.8617299149795216
2,6,MF,0.9832290517882724
2,7,MB,0.8560578818478424
2,7,MF,0.9506255921676053
2,8,MB,0.8764176980109608
2,8,MF,0.1594030543617228
