rep_n,trial_n,agent_type,a1,a2,stay,r,last_r,last_trans
17,190,MF,left,left,0,1,1,common
17,191,MF,left,left,1,1,1,common
17,192,MF,left,left,1,0,1,common
17,193,MF,right,right,0,1,0,common
17,194,MF,right,right,1,0,1,common
17,195,MF,right,right,1,0,0,common
17,196,MF,left,right,0,1,0,rare
17,197,MF,left,left,1,1,1,rare
17,198,MF,right,right,0,1,1,rare
17,199,MF,right,left,1,1,1,common
17,200,MF,left,left,0,1,1,rare
17,201,MF,left,left,1,1,1,common
17,202,MF,left,left,1,1,1,common
17,203,MF,left,left,1,1,1,common
17,204,MF,left,left,1,0,1,common
17,205,MF,right,left,0,0,0,common
17,206,MF,right,right,1,1,0,common
17,207,MF,right,right,1,0,1,common
17,208,MF,left,right,0,1,0,common
17,209,MF,left,left,1,0,1,common
17,210,MF,right,right,0,1,0,common
17,211,MF,right,right,1,1,1,rare
17,212,MF,left,left,0,0,1,common
17,213,MF,left,right,1,0,0,common
17,214,MF,left,left,1,0,0,common
17,215,MF,right,right,0,0,0,common
17,216,MF,right,left,1,1,0,common
17,217,MF,right,left,1,0,1,common
17,218,MF,right,right,1,1,0,common
17,219,MF,left,right,0,0,1,common
17,220,MF,right,right,0,0,0,rare
17,221,MF,left,left,0,1,0,rare
17,222,MF,right,left,0,0,1,common
17,223,MF,left,left,0,1,0,common
17,224,MF,left,left,1,1,1,common
17,225,MF,left,left,1,1,1,common
17,226,MF,left,right,1,0,1,common
17,227,MF,right,right,0,1,0,common
17,228,MF,left,right,0,1,1,rare
17,229,MF,right,left,0,1,1,common
17,230,MF,left,left,0,0,1,rare
17,231,MF,left,right,1,0,0,common
17,232,MF,right,left,0,0,0,rare
17,233,MF,left,right,0,1,0,common
17,234,MF,right,right,0,1,1,rare
17,235,MF,right,right,1,1,1,common
17,236,MF,right,right,1,0,1,rare
17,237,MF,right,right,1,0,0,common
17,238,MF,right,left,1,0,0,common
17,239,MF,left,left,0,1,0,common
17,240,MF,left,left,1,1,1,common
17,241,MF,left,left,1,0,1,common
17,242,MF,left,right,1,0,0,common
17,243,MF,left,right,1,1,0,common
17,244,MF,left,left,1,0,1,rare
17,245,MF,left,right,1,0,0,common
17,246,MF,right,left,0,1,0,rare
17,247,MF,left,left,0,1,1,rare
17,248,MF,left,left,1,1,1,common
17,249,MF,left,right,1,1,1,common
17,0,MB,left,left,0,0,,
17,1,MB,right,left,0,0,0,rare
17,2,MB,right,right,1,1,0,common
17,3,MB,left,right,0,0,1,rare
17,4,MB,left,right,1,0,0,common
17,5,MB,left,right,1,1,0,common
17,6,MB,left,right,1,0,1,common
17,7,MB,left,left,1,0,0,common
17,8,MB,right,left,0,1,0,common
17,9,MB,right,right,1,1,1,rare
17,10,MB,right,right,1,0,1,common
17,11,MB,left,left,0,1,0,rare
17,12,MB,right,right,0,1,1,common
17,13,MB,left,left,0,0,1,rare
17,14,MB,left,right,1,1,0,common
17,15,MB,left,right,1,1,1,rare
17,16,MB,left,left,1,1,1,common
17,17,MB,right,left,0,0,1,rare
17,18,MB,right,right,1,1,0,common
17,19,MB,right,right,1,1,1,common
17,20,MB,left,right,0,1,1,common
17,21,MB,left,left,1,1,1,common
17,22,MB,left,left,1,0,1,common
17,23,MB,left,right,1,0,0,rare
17,24,MB,right,right,0,0,0,common
17,25,MB,right,right,1,1,0,common
17,26,MB,right,left,1,1,1,common
17,27,MB,right,right,1,0,1,common
17,28,MB,right,right,1,0,0,rare
17,29,MB,right,left,1,0,0,rare
17,30,MB,right,left,1,1,0,rare
17,31,MB,right,left,1,0,1,common
17,32,MB,right,right,1,0,0,common
17,33,MB,right,right,1,1,0,common
17,34,MB,right,right,1,0,1,common
17,35,MB,left,right,0,0,0,common
17,36,MB,right,left,0,0,0,rare
17,37,MB,right,right,1,1,0,common
17,38,MB,left,left,0,1,1,rare
17,39,MB,left,right,1,1,1,common
17,40,MB,left,right,1,0,1,common
17,41,MB,right,left,0,1,0,rare
17,42,MB,right,left,1,0,1,rare
17,43,MB,right,left,1,0,0,common
17,44,MB,left,right,0,1,0,common
17,45,MB,right,right,0,0,1,common
17,46,MB,left,right,0,1,0,common
17,47,MB,right,left,0,1,1,common
17,48,MB,right,left,1,0,1,common
17,49,MB,right,right,1,1,0,common
17,50,MB,left,left,0,0,1,common
17,51,MB,left,right,1,0,0,rare
17,52,MB,left,right,1,1,0,rare
17,53,MB,right,left,0,0,1,common
17,54,MB,right,left,1,0,0,common
17,55,MB,right,right,1,1,0,rare
17,56,MB,right,right,1,1,1,common
17,57,MB,left,right,0,0,1,common
17,58,MB,left,right,1,1,0,rare
17,59,MB,right,right,0,0,1,common
17,60,MB,left,left,0,1,0,rare
17,61,MB,right,left,0,1,1,common
17,62,MB,left,right,0,1,1,rare
17,63,MB,left,right,1,0,1,common
17,64,MB,right,right,0,0,0,rare
17,65,MB,right,right,1,0,0,common
17,66,MB,right,right,1,0,0,common
17,67,MB,left,left,0,0,0,common
17,68,MB,right,left,0,1,0,rare
17,69,MB,left,right,0,1,1,common
17,70,MB,right,left,0,1,1,common
17,71,MB,left,right,0,1,1,common
17,72,MB,left,left,1,1,1,common
17,73,MB,right,right,0,0,1,rare
17,74,MB,left,left,0,1,0,common
17,75,MB,right,left,0,1,1,common
17,76,MB,left,right,0,1,1,common
17,77,MB,right,left,0,1,1,common
17,78,MB,right,left,1,0,1,common
17,79,MB,right,left,1,0,0,common
17,80,MB,right,left,1,1,0,rare
17,81,MB,right,left,1,0,1,rare
17,82,MB,right,left,1,0,0,common
17,83,MB,left,right,0,0,0,common
17,84,MB,right,right,0,1,0,rare
17,85,MB,left,left,0,1,1,rare
17,86,MB,right,right,0,1,1,common
17,87,MB,right,right,1,1,1,common
17,88,MB,left,left,0,0,1,common
17,89,MB,right,right,0,1,0,common
17,90,MB,left,right,0,0,1,common
17,91,MB,right,right,0,0,0,rare
17,92,MB,right,left,1,0,0,common
17,93,MB,left,right,0,0,0,common
17,94,MB,left,left,1,0,0,common
17,95,MB,right,left,0,0,0,common
17,96,MB,right,right,1,1,0,common
17,97,MB,left,right,0,1,1,rare
17,98,MB,right,right,0,0,1,rare
17,99,MB,right,right,1,0,0,common
17,100,MB,left,right,0,1,0,common
17,101,MB,right,right,0,1,1,common
17,102,MB,right,right,1,0,1,rare
17,103,MB,left,right,0,1,0,common
17,104,MB,left,right,1,1,1,common
17,105,MB,left,left,1,1,1,common
17,106,MB,left,right,1,1,1,common
17,107,MB,right,right,0,1,1,rare
17,108,MB,right,right,1,1,1,rare
17,109,MB,left,right,0,1,1,rare
17,110,MB,right,left,0,0,1,common
17,111,MB,right,right,1,0,0,common
17,112,MB,left,right,0,0,0,common
17,113,MB,right,left,0,1,0,rare
17,114,MB,left,left,0,0,1,rare
17,115,MB,left,right,1,1,0,common
17,116,MB,right,left,0,0,1,common
17,117,MB,right,right,1,0,0,common
17,118,MB,left,right,0,1,0,common
17,119,MB,right,left,0,1,1,common
17,120,MB,left,right,0,0,1,common
17,121,MB,left,left,1,0,0,common
17,122,MB,left,left,1,0,0,rare
17,123,MB,right,right,0,1,0,common
17,124,MB,left,right,0,0,1,common
17,125,MB,left,right,1,1,0,common
17,126,MB,right,right,0,1,1,common
17,127,MB,left,right,0,1,1,rare
17,128,MB,left,right,1,0,1,common
17,129,MB,left,right,1,0,0,rare
17,130,MB,left,right,1,0,0,rare
17,131,MB,left,right,1,1,0,common
17,132,MB,left,right,1,0,1,rare
17,133,MB,left,right,1,1,0,rare
17,134,MB,left,right,1,0,1,common
17,135,MB,right,right,0,0,0,common
17,136,MB,right,right,1,0,0,common
17,137,MB,right,left,1,1,0,common
17,138,MB,right,left,1,1,1,common
17,139,MB,right,left,1,1,1,common
17,140,MB,right,left,1,1,1,common
17,141,MB,right,right,1,0,1,common
17,142,MB,left,left,0,1,0,common
17,143,MB,left,right,1,0,1,common
17,144,MB,left,left,1,0,0,common
17,145,MB,left,left,1,0,0,common
17,146,MB,left,right,1,1,0,common
17,147,MB,left,right,1,1,1,common
17,148,MB,right,left,0,0,1,common
17,149,MB,right,right,1,0,0,common
17,150,MB,left,right,0,0,0,common
17,151,MB,right,left,0,0,0,common
17,152,MB,left,left,0,1,0,common
17,153,MB,right,left,0,1,1,rare
17,154,MB,left,right,0,0,1,common
17,155,MB,right,left,0,0,0,common
17,156,MB,right,left,1,1,0,common
17,157,MB,left,left,0,1,1,common
17,158,MB,right,left,0,1,1,common
17,159,MB,right,left,1,1,1,common
17,160,MB,right,right,1,0,1,common
17,161,MB,right,left,1,1,0,rare
17,162,MB,right,left,1,1,1,common
17,163,MB,left,left,0,0,1,rare
17,164,MB,right,left,0,1,0,common
17,165,MB,left,left,0,0,1,rare
17,166,MB,left,left,1,0,0,rare
17,167,MB,right,left,0,1,0,common
17,168,MB,right,right,1,1,1,common
17,169,MB,left,right,0,1,1,rare
17,170,MB,left,right,1,1,1,common
17,171,MB,left,right,1,0,1,common
17,172,MB,right,left,0,0,0,common
17,173,MB,right,right,1,1,0,common
17,174,MB,right,right,1,1,1,common
17,175,MB,left,right,0,0,1,rare
17,176,MB,right,left,0,1,0,rare
17,177,MB,left,right,0,0,1,rare
17,178,MB,left,right,1,0,0,common
17,179,MB,right,left,0,1,0,rare
17,180,MB,left,left,0,0,1,common
17,181,MB,left,right,1,1,0,rare
17,182,MB,right,right,0,0,1,common
17,183,MB,left,right,0,1,0,rare
17,184,MB,right,right,0,1,1,common
17,185,MB,left,left,0,1,1,common
17,186,MB,right,right,0,1,1,rare
17,187,MB,right,left,1,1,1,rare
17,188,MB,right,left,1,1,1,common
17,189,MB,right,right,1,0,1,rare
17,190,MB,right,right,1,0,0,common
17,191,MB,right,right,1,0,0,common
17,192,MB,left,left,0,0,0,rare
17,193,MB,right,left,0,1,0,common
17,194,MB,left,left,0,0,1,common
17,195,MB,left,right,1,1,0,common
17,196,MB,right,left,0,1,1,common
17,197,MB,left,right,0,1,1,rare
17,198,MB,left,left,1,0,1,common
17,199,MB,right,right,0,1,0,common
17,200,MB,left,left,0,1,1,rare
17,201,MB,left,left,1,0,1,rare
17,202,MB,right,right,0,1,0,rare
17,203,MB,right,right,1,1,1,rare
17,204,MB,left,right,0,0,1,rare
17,205,MB,right,left,0,0,0,common
17,206,MB,left,left,0,1,0,common
17,207,MB,left,left,1,0,1,common
17,208,MB,right,left,0,0,0,rare
17,209,MB,right,right,1,0,0,rare
17,210,MB,left,left,0,1,0,common
17,211,MB,right,right,0,1,1,common
17,212,MB,right,left,1,1,1,rare
17,213,MB,left,left,0,1,1,common
17,214,MB,right,right,0,1,1,rare
17,215,MB,right,right,1,0,1,common
17,216,MB,right,right,1,0,0,rare
17,217,MB,right,right,1,1,0,rare
17,218,MB,left,left,0,1,1,rare
17,219,MB,left,right,1,0,1,rare
17,220,MB,right,left,0,0,0,common
17,221,MB,right,left,1,1,0,common
17,222,MB,right,left,1,1,1,common
17,223,MB,left,left,0,0,1,rare
17,224,MB,left,right,1,0,0,common
17,225,MB,right,left,0,0,0,common
17,226,MB,right,left,1,1,0,rare
17,227,MB,left,right,0,0,1,common
17,228,MB,right,left,0,0,0,rare
17,229,MB,right,right,1,1,0,common
17,230,MB,right,right,1,0,1,rare
17,231,MB,left,right,0,1,0,rare
17,232,MB,right,right,0,0,1,common
17,233,MB,left,left,0,1,0,rare
17,234,MB,left,left,1,0,1,common
17,235,MB,left,left,1,1,0,common
17,236,MB,left,left,1,1,1,rare
17,237,MB,right,left,0,1,1,rare
17,238,MB,left,right,0,1,1,common
17,239,MB,right,left,0,1,1,common
17,240,MB,right,right,1,1,1,common
17,241,MB,right,right,1,1,1,common
17,242,MB,right,left,1,1,1,common
17,243,MB,left,left,0,1,1,rare
17,244,MB,left,right,1,1,1,common
17,245,MB,left,left,1,0,1,common
17,246,MB,left,right,1,1,0,common
17,247,MB,left,right,1,1,1,common
17,248,MB,right,left,0,1,1,common
17,249,MB,left,right,0,1,1,common
18,0,MF,left,right,0,0,,
18,1,MF,left,left,1,0,0,common
18,2,MF,right,right,0,0,0,rare
18,3,MF,right,left,1,1,0,rare
18,4,MF,left,left,0,1,1,common
18,5,MF,left,left,1,1,1,rare
18,6,MF,right,right,0,1,1,rare
18,7,MF,left,right,0,1,1,common
18,8,MF,left,left,1,1,1,common
18,9,MF,right,right,0,0,1,common
18,10,MF,right,left,1,1,0,common
18,11,MF,left,left,0,1,1,common
18,12,MF,right,left,0,0,1,common
18,13,MF,left,left,0,1,0,common
18,14,MF,right,left,0,0,1,common
18,15,MF,right,right,1,0,0,rare
18,16,MF,left,left,0,0,0,common
18,17,MF,left,right,1,1,0,common
18,18,MF,left,right,1,0,1,common
18,19,MF,right,left,0,0,0,common
18,20,MF,left,left,0,1,0,common
18,21,MF,right,right,0,0,1,common
18,22,MF,right,right,1,1,0,rare
18,23,MF,right,right,1,0,1,common
18,24,MF,left,left,0,0,0,common
18,25,MF,right,left,0,1,0,common
18,26,MF,left,left,0,1,1,common
18,27,MF,left,right,1,0,1,rare
18,28,MF,right,left,0,1,0,common
18,29,MF,right,left,1,1,1,common
18,30,MF,right,left,1,1,1,common
18,31,MF,right,left,1,0,1,common
18,32,MF,left,left,0,0,0,common
18,33,MF,right,left,0,1,0,common
18,34,MF,right,left,1,0,1,common
18,35,MF,right,left,1,1,0,common
18,36,MF,right,left,1,1,1,rare
18,37,MF,right,right,1,0,1,common
18,38,MF,right,left,1,1,0,common
18,39,MF,right,left,1,1,1,rare
18,40,MF,right,left,1,1,1,common
18,41,MF,right,left,1,0,1,rare
18,42,MF,right,left,1,1,0,rare
18,43,MF,left,left,0,0,1,common
18,44,MF,right,right,0,0,0,rare
18,45,MF,left,left,0,0,0,common
18,46,MF,right,left,0,1,0,common
18,47,MF,right,left,1,1,1,common
18,48,MF,left,right,0,1,1,common
18,49,MF,right,left,0,0,1,common
18,50,MF,right,right,1,0,0,common
18,51,MF,left,right,0,1,0,common
18,52,MF,left,right,1,1,1,common
18,53,MF,left,right,1,0,1,common
18,54,MF,right,right,0,0,0,common
18,55,MF,right,left,1,0,0,rare
18,56,MF,right,right,1,1,0,common
18,57,MF,left,left,0,0,1,common
18,58,MF,left,left,1,1,0,common
18,59,MF,left,left,1,1,1,common
18,60,MF,left,left,1,0,1,common
18,61,MF,left,right,1,0,0,common
18,62,MF,left,left,1,1,0,rare
18,63,MF,right,right,0,1,1,common
18,64,MF,left,right,0,1,1,common
18,65,MF,left,right,1,1,1,common
18,66,MF,right,right,0,1,1,common
18,67,MF,left,left,0,0,1,common
18,68,MF,right,right,0,0,0,common
18,69,MF,left,left,0,1,0,common
18,70,MF,left,right,1,1,1,rare
18,71,MF,left,left,1,1,1,common
18,72,MF,left,left,1,1,1,common
18,73,MF,left,right,1,0,1,rare
18,74,MF,left,left,1,0,0,common
18,75,MF,right,left,0,0,0,common
18,76,MF,right,left,1,1,0,common
18,77,MF,right,left,1,1,1,rare
18,78,MF,right,right,1,0,1,common
18,79,MF,right,left,1,0,0,common
18,80,MF,left,left,0,1,0,common
18,81,MF,right,left,0,1,1,rare
18,82,MF,right,left,1,0,1,rare
18,83,MF,right,right,1,1,0,common
18,84,MF,right,left,1,1,1,common
18,85,MF,right,right,1,0,1,common
18,86,MF,left,left,0,0,0,common
18,87,MF,right,right,0,0,0,rare
18,88,MF,right,left,1,0,0,common
18,89,MF,right,right,1,1,0,rare
18,90,MF,right,left,1,1,1,rare
18,91,MF,right,left,1,1,1,rare
18,92,MF,right,right,1,0,1,rare
18,93,MF,left,left,0,0,0,common
18,94,MF,left,left,1,1,0,common
18,95,MF,left,right,1,1,1,common
18,96,MF,right,left,0,1,1,common
18,97,MF,right,left,1,1,1,common
18,98,MF,left,left,0,0,1,common
18,99,MF,left,left,1,1,0,rare
18,100,MF,right,left,0,1,1,rare
18,101,MF,right,left,1,0,1,common
18,102,MF,left,right,0,0,0,common
18,103,MF,left,left,1,0,0,common
18,104,MF,left,right,1,0,0,rare
18,105,MF,left,right,1,0,0,rare
18,106,MF,left,left,1,1,0,rare
18,107,MF,right,right,0,1,1,common
18,108,MF,left,left,0,0,1,common
18,109,MF,left,left,1,1,0,common
18,110,MF,right,left,0,0,1,rare
18,111,MF,right,left,1,0,0,common
18,112,MF,right,left,1,0,0,common
18,113,MF,right,right,1,1,0,rare
18,114,MF,right,right,1,1,1,common
18,115,MF,right,right,1,1,1,common
18,116,MF,right,right,1,0,1,common
18,117,MF,left,left,0,0,0,common
18,118,MF,right,right,0,1,0,common
18,119,MF,right,right,1,0,1,common
18,120,MF,right,right,1,0,0,common
18,121,MF,right,right,1,1,0,common
18,122,MF,left,right,0,0,1,common
18,123,MF,right,right,0,0,0,rare
18,124,MF,left,right,0,0,0,common
18,125,MF,left,left,1,1,0,common
18,126,MF,right,right,0,0,1,common
18,127,MF,left,left,0,1,0,common
18,128,MF,left,left,1,1,1,rare
18,129,MF,left,left,1,0,1,common
18,130,MF,left,right,1,0,0,common
18,131,MF,right,left,0,1,0,common
18,132,MF,right,right,1,0,1,common
18,133,MF,right,left,1,0,0,common
18,134,MF,right,right,1,0,0,common
18,135,MF,right,right,1,1,0,rare
18,136,MF,right,right,1,0,1,common
18,137,MF,right,right,1,1,0,rare
18,138,MF,left,right,0,1,1,common
18,139,MF,right,right,0,0,1,rare
18,140,MF,left,right,0,0,0,common
18,141,MF,left,left,1,0,0,common
18,142,MF,left,right,1,1,0,common
18,143,MF,left,right,1,0,1,rare
18,144,MF,right,left,0,0,0,common
18,145,MF,right,right,1,1,0,common
18,146,MF,right,right,1,0,1,common
18,147,MF,left,right,0,1,0,rare
18,148,MF,left,right,1,1,1,common
18,149,MF,right,right,0,0,1,rare
18,150,MF,left,right,0,0,0,common
18,151,MF,left,right,1,1,0,rare
18,152,MF,left,left,1,1,1,rare
18,153,MF,left,right,1,0,1,common
18,154,MF,left,left,1,1,0,common
18,155,MF,left,right,1,0,1,common
18,156,MF,left,left,1,0,0,rare
18,157,MF,right,right,0,1,0,common
18,158,MF,left,right,0,0,1,common
18,159,MF,left,right,1,0,0,rare
18,160,MF,right,left,0,0,0,common
18,161,MF,left,right,0,0,0,common
18,162,MF,right,left,0,1,0,common
18,163,MF,right,right,1,0,1,common
18,164,MF,right,left,1,0,0,common
18,165,MF,right,left,1,1,0,common
18,166,MF,left,left,0,0,1,rare
18,167,MF,left,left,1,1,0,common
18,168,MF,right,right,0,0,1,common
18,169,MF,right,left,1,1,0,common
18,170,MF,left,left,0,1,1,common
18,171,MF,left,left,1,0,1,rare
18,172,MF,right,left,0,1,0,common
18,173,MF,left,left,0,1,1,rare
18,174,MF,right,left,0,1,1,common
18,175,MF,left,right,0,0,1,rare
18,176,MF,right,left,0,0,0,common
18,177,MF,right,left,1,0,0,common
18,178,MF,right,right,1,0,0,rare
18,179,MF,left,left,0,0,0,common
18,180,MF,left,left,1,0,0,rare
18,181,MF,right,right,0,1,0,common
18,182,MF,right,right,1,0,1,common
18,183,MF,right,left,1,1,0,common
18,184,MF,right,left,1,0,1,common
18,185,MF,right,left,1,1,0,common
18,186,MF,left,right,0,0,1,common
18,187,MF,right,right,0,1,0,common
18,188,MF,right,left,1,0,1,common
18,189,MF,right,left,1,0,0,common
18,190,MF,right,right,1,0,0,rare
18,191,MF,right,right,1,0,0,common
18,192,MF,right,left,1,0,0,common
18,193,MF,left,left,0,0,0,common
18,194,MF,right,right,0,0,0,common
18,195,MF,left,right,0,1,0,common
18,196,MF,left,left,1,0,1,rare
18,197,MF,left,left,1,0,0,common
18,198,MF,left,left,1,1,0,common
18,199,MF,right,left,0,0,1,common
18,200,MF,right,right,1,1,0,rare
18,201,MF,right,right,1,1,1,rare
18,202,MF,right,right,1,1,1,common
18,203,MF,left,right,0,0,1,rare
18,204,MF,right,right,0,0,0,common
18,205,MF,left,left,0,1,0,common
18,206,MF,right,left,0,1,1,common
18,207,MF,right,right,1,0,1,common
18,208,MF,right,left,1,1,0,common
18,209,MF,left,left,0,1,1,rare
18,210,MF,left,right,1,0,1,rare
18,211,MF,right,left,0,0,0,rare
18,212,MF,left,right,0,1,0,common
18,213,MF,left,left,1,0,1,common
18,214,MF,left,right,1,1,0,common
18,215,MF,left,right,1,1,1,rare
18,216,MF,right,left,0,1,1,common
18,217,MF,left,left,0,0,1,common
18,218,MF,right,right,0,1,0,common
18,219,MF,left,right,0,1,1,rare
18,220,MF,left,right,1,0,1,common
18,221,MF,left,right,1,1,0,common
18,222,MF,left,left,1,0,1,common
18,223,MF,left,right,1,0,0,rare
18,224,MF,right,right,0,0,0,rare
18,225,MF,right,right,1,0,0,common
18,226,MF,left,right,0,1,0,common
18,227,MF,left,left,1,1,1,common
18,228,MF,left,right,1,0,1,common
18,229,MF,right,right,0,0,0,rare
18,230,MF,left,right,0,0,0,common
18,231,MF,left,left,1,1,0,rare
18,232,MF,right,left,0,1,1,common
18,233,MF,right,left,1,0,1,common
18,234,MF,left,left,0,0,0,common
18,235,MF,right,right,0,0,0,rare
18,236,MF,right,left,1,1,0,common
18,237,MF,right,left,1,1,1,rare
18,238,MF,right,right,1,1,1,common
18,239,MF,right,left,1,1,1,rare
18,240,MF,left,left,0,0,1,common
18,241,MF,left,right,1,1,0,rare
18,242,MF,right,left,0,1,1,common
18,243,MF,left,right,0,1,1,common
18,244,MF,right,right,0,1,1,common
18,245,MF,left,left,0,1,1,rare
18,246,MF,left,left,1,0,1,rare
18,247,MF,right,right,0,1,0,common
18,248,MF,right,right,1,0,1,rare
18,249,MF,right,left,1,0,0,rare
18,0,MB,right,left,0,0,,
18,1,MB,left,right,0,1,0,rare
18,2,MB,left,left,1,1,1,common
18,3,MB,right,left,0,0,1,rare
18,4,MB,left,left,0,0,0,common
18,5,MB,left,right,1,0,0,common
18,6,MB,right,left,0,1,0,rare
18,7,MB,right,right,1,1,1,common
18,8,MB,left,right,0,0,1,rare
18,9,MB,left,left,1,0,0,common
18,10,MB,left,left,1,0,0,common
18,11,MB,right,right,0,0,0,rare
18,12,MB,right,left,1,1,0,rare
18,13,MB,right,left,1,1,1,common
18,14,MB,right,right,1,0,1,common
18,15,MB,left,left,0,0,0,common
18,16,MB,right,left,0,0,0,common
18,17,MB,right,right,1,0,0,rare
18,18,MB,left,right,0,1,0,rare
18,19,MB,right,left,0,0,1,common
18,20,MB,left,left,0,1,0,common
18,21,MB,right,left,0,0,1,rare
18,22,MB,right,right,1,1,0,common
18,23,MB,left,right,0,1,1,common
18,24,MB,left,right,1,0,1,common
18,25,MB,left,left,1,0,0,common
18,26,MB,right,right,0,1,0,rare
18,27,MB,left,right,0,0,1,common
18,28,MB,right,right,0,1,0,common
18,29,MB,left,right,0,1,1,rare
18,30,MB,right,right,0,1,1,rare
18,31,MB,right,left,1,1,1,common
18,32,MB,left,right,0,0,1,common
18,33,MB,right,right,0,1,0,common
18,34,MB,right,right,1,0,1,common
18,35,MB,left,right,0,1,0,common
18,36,MB,right,right,0,1,1,rare
18,37,MB,right,left,1,1,1,rare
18,38,MB,right,right,1,0,1,common
18,39,MB,left,left,0,1,0,common
18,40,MB,left,left,1,0,1,rare
18,41,MB,left,left,1,0,0,common
18,42,MB,right,left,0,1,0,common
18,43,MB,left,right,0,0,1,common
18,44,MB,right,right,0,0,0,common
18,45,MB,right,right,1,1,0,rare
18,46,MB,right,left,1,1,1,rare
18,47,MB,right,left,1,1,1,rare
18,48,MB,left,left,0,0,1,common
18,49,MB,right,left,0,0,0,common
18,50,MB,right,left,1,0,0,common
18,51,MB,left,right,0,1,0,common
18,52,MB,left,left,1,0,1,common
18,53,MB,left,right,1,1,0,common
18,54,MB,left,right,1,1,1,common
18,55,MB,left,right,1,1,1,rare
18,56,MB,right,left,0,1,1,common
18,57,MB,left,right,0,0,1,common
18,58,MB,left,right,1,1,0,rare
18,59,MB,right,right,0,0,1,common
18,60,MB,right,right,1,0,0,rare
18,61,MB,right,left,1,0,0,common
18,62,MB,left,right,0,1,0,common
18,63,MB,left,right,1,1,1,common
18,64,MB,left,right,1,1,1,common
18,65,MB,left,right,1,1,1,common
18,66,MB,right,left,0,0,1,common
18,67,MB,left,left,0,1,0,common
18,68,MB,left,right,1,0,1,rare
18,69,MB,right,left,0,0,0,common
18,70,MB,left,right,0,1,0,common
18,71,MB,left,left,1,0,1,common
18,72,MB,right,left,0,0,0,rare
18,73,MB,right,left,1,0,0,rare
18,74,MB,right,right,1,1,0,common
18,75,MB,right,left,1,0,1,rare
18,76,MB,left,right,0,1,0,rare
18,77,MB,left,right,1,1,1,rare
18,78,MB,right,right,0,0,1,common
18,79,MB,left,right,0,0,0,common
18,80,MB,right,right,0,1,0,common
18,81,MB,left,right,0,1,1,common
18,82,MB,left,left,1,0,1,common
