rep_n,trial_n,agent_type,a1,a2,stay,r,last_r,last_trans
59,46,MB,left,left,0,0,0,common
59,47,MB,right,right,0,1,0,common
59,48,MB,left,right,0,0,1,common
59,49,MB,left,right,1,1,0,rare
59,50,MB,left,left,1,0,1,common
59,51,MB,right,right,0,1,0,common
59,52,MB,left,right,0,1,1,common
59,53,MB,right,right,0,1,1,common
59,54,MB,left,left,0,1,1,rare
59,55,MB,left,right,1,1,1,common
59,56,MB,right,right,0,0,1,common
59,57,MB,right,right,1,0,0,common
59,58,MB,left,left,0,0,0,rare
59,59,MB,left,left,1,1,0,common
59,60,MB,left,left,1,1,1,rare
59,61,MB,right,right,0,0,1,rare
59,62,MB,right,right,1,1,0,common
59,63,MB,right,left,1,0,1,common
59,64,MB,right,left,1,1,0,rare
59,65,MB,right,left,1,1,1,common
59,66,MB,right,left,1,1,1,common
59,67,MB,right,right,1,0,1,common
59,68,MB,right,left,1,0,0,common
59,69,MB,left,right,0,0,0,rare
59,70,MB,right,left,0,1,0,common
59,71,MB,left,left,0,1,1,common
59,72,MB,left,left,1,0,1,rare
59,73,MB,left,left,1,1,0,common
59,74,MB,right,left,0,1,1,common
59,75,MB,left,right,0,1,1,common
59,76,MB,left,right,1,1,1,common
59,77,MB,right,right,0,0,1,common
59,78,MB,right,left,1,1,0,common
59,79,MB,right,right,1,1,1,common
59,80,MB,right,right,1,1,1,common
59,81,MB,left,right,0,0,1,common
59,82,MB,right,right,0,0,0,common
59,83,MB,left,left,0,0,0,rare
59,84,MB,right,left,0,0,0,common
59,85,MB,left,left,0,1,0,common
59,86,MB,right,right,0,1,1,common
59,87,MB,right,left,1,0,1,rare
59,88,MB,right,left,1,1,0,common
59,89,MB,left,left,0,1,1,common
59,90,MB,left,left,1,1,1,common
59,91,MB,left,left,1,0,1,common
59,92,MB,left,left,1,1,0,common
59,93,MB,right,left,0,0,1,common
59,94,MB,left,right,0,1,0,rare
59,95,MB,right,left,0,1,1,rare
59,96,MB,right,left,1,1,1,common
59,97,MB,right,right,1,1,1,common
59,98,MB,right,right,1,0,1,rare
59,99,MB,right,right,1,0,0,common
59,100,MB,left,left,0,1,0,rare
59,101,MB,left,left,1,1,1,common
59,102,MB,left,right,1,1,1,common
59,103,MB,left,left,1,0,1,rare
59,104,MB,right,left,0,1,0,common
59,105,MB,left,right,0,0,1,common
59,106,MB,right,left,0,1,0,common
59,107,MB,left,left,0,1,1,common
59,108,MB,left,left,1,1,1,rare
59,109,MB,right,left,0,0,1,common
59,110,MB,left,left,0,1,0,rare
59,111,MB,right,right,0,1,1,common
59,112,MB,left,left,0,0,1,common
59,113,MB,right,right,0,0,0,common
59,114,MB,right,left,1,1,0,rare
59,115,MB,right,left,1,1,1,common
59,116,MB,right,left,1,0,1,rare
59,117,MB,right,right,1,1,0,common
59,118,MB,left,right,0,0,1,common
59,119,MB,right,right,0,0,0,common
59,120,MB,left,left,0,0,0,common
59,121,MB,left,left,1,0,0,rare
59,122,MB,left,left,1,1,0,common
59,123,MB,left,right,1,0,1,common
59,124,MB,left,left,1,1,0,rare
59,125,MB,right,left,0,1,1,common
59,126,MB,left,left,0,1,1,common
59,127,MB,left,left,1,1,1,common
59,128,MB,right,left,0,1,1,rare
59,129,MB,right,left,1,0,1,common
59,130,MB,left,right,0,0,0,common
59,131,MB,right,left,0,1,0,rare
59,132,MB,right,right,1,1,1,common
59,133,MB,right,right,1,0,1,common
59,134,MB,left,left,0,1,0,common
59,135,MB,left,left,1,1,1,rare
59,136,MB,left,left,1,1,1,rare
59,137,MB,left,left,1,1,1,common
59,138,MB,left,left,1,1,1,common
59,139,MB,left,right,1,0,1,common
59,140,MB,right,left,0,1,0,rare
59,141,MB,left,left,0,1,1,common
59,142,MB,left,left,1,1,1,common
59,143,MB,right,left,0,1,1,common
59,144,MB,right,left,1,1,1,rare
59,145,MB,left,left,0,1,1,rare
59,146,MB,left,left,1,1,1,rare
59,147,MB,left,left,1,1,1,rare
59,148,MB,right,left,0,0,1,common
59,149,MB,right,left,1,0,0,common
59,150,MB,right,left,1,1,0,rare
59,151,MB,right,left,1,1,1,common
59,152,MB,left,left,0,1,1,rare
59,153,MB,right,left,0,0,1,rare
59,154,MB,left,left,0,1,0,common
59,155,MB,right,left,0,0,1,common
59,156,MB,right,left,1,1,0,common
59,157,MB,left,left,0,1,1,common
59,158,MB,right,left,0,1,1,common
59,159,MB,left,right,0,0,1,common
59,160,MB,right,left,0,1,0,rare
59,161,MB,right,left,1,1,1,common
59,162,MB,right,left,1,0,1,common
59,163,MB,left,left,0,0,0,rare
59,164,MB,left,left,1,0,0,common
59,165,MB,right,right,0,0,0,rare
59,166,MB,right,right,1,0,0,common
59,167,MB,left,left,0,1,0,common
59,168,MB,right,left,0,1,1,common
59,169,MB,right,right,1,0,1,common
59,170,MB,right,left,1,0,0,common
59,171,MB,right,right,1,0,0,common
59,172,MB,right,right,1,0,0,common
59,173,MB,right,left,1,0,0,common
59,174,MB,right,right,1,0,0,rare
59,175,MB,left,left,0,1,0,common
59,176,MB,right,left,0,1,1,common
59,177,MB,left,left,0,1,1,common
59,178,MB,left,left,1,1,1,rare
59,179,MB,left,left,1,1,1,common
59,180,MB,right,right,0,1,1,rare
59,181,MB,left,left,0,1,1,rare
59,182,MB,right,left,0,0,1,common
59,183,MB,left,left,0,0,0,common
59,184,MB,left,right,1,0,0,common
59,185,MB,left,right,1,1,0,common
59,186,MB,left,left,1,1,1,common
59,187,MB,left,left,1,1,1,common
59,188,MB,left,left,1,1,1,common
59,189,MB,right,left,0,1,1,common
59,190,MB,left,right,0,0,1,common
59,191,MB,right,left,0,0,0,rare
59,192,MB,right,left,1,0,0,common
59,193,MB,left,right,0,1,0,rare
59,194,MB,left,left,1,1,1,common
59,195,MB,left,right,1,1,1,rare
59,196,MB,left,right,1,1,1,common
59,197,MB,right,right,0,1,1,common
59,198,MB,left,right,0,0,1,common
59,199,MB,left,left,1,0,0,common
59,200,MB,right,left,0,0,0,common
59,201,MB,right,left,1,0,0,common
59,202,MB,right,left,1,1,0,common
59,203,MB,left,left,0,1,1,common
59,204,MB,left,right,1,1,1,common
59,205,MB,right,left,0,1,1,rare
59,206,MB,right,left,1,1,1,common
59,207,MB,left,left,0,1,1,rare
59,208,MB,left,left,1,0,1,rare
59,209,MB,left,right,1,0,0,common
59,210,MB,right,left,0,1,0,common
59,211,MB,left,right,0,1,1,rare
59,212,MB,right,left,0,0,1,common
59,213,MB,left,left,0,0,0,common
59,214,MB,left,right,1,0,0,common
59,215,MB,left,right,1,0,0,rare
59,216,MB,right,left,0,1,0,common
59,217,MB,right,left,1,0,1,common
59,218,MB,right,left,1,1,0,rare
59,219,MB,right,left,1,0,1,common
59,220,MB,left,right,0,0,0,common
59,221,MB,left,right,1,0,0,rare
59,222,MB,left,left,1,1,0,common
59,223,MB,left,left,1,1,1,rare
59,224,MB,left,left,1,0,1,common
59,225,MB,right,left,0,1,0,rare
59,226,MB,left,left,0,0,1,common
59,227,MB,left,left,1,1,0,common
59,228,MB,right,left,0,0,1,rare
59,229,MB,left,left,0,0,0,common
59,230,MB,left,left,1,1,0,common
59,231,MB,right,left,0,1,1,common
59,232,MB,right,left,1,0,1,common
59,233,MB,right,right,1,0,0,common
59,234,MB,right,right,1,1,0,common
59,235,MB,right,right,1,0,1,common
59,236,MB,left,right,0,1,0,common
59,237,MB,left,left,1,0,1,common
59,238,MB,right,right,0,1,0,common
59,239,MB,left,right,0,0,1,rare
59,240,MB,left,right,1,1,0,common
59,241,MB,right,right,0,1,1,common
59,242,MB,right,right,1,0,1,common
59,243,MB,right,left,1,0,0,rare
59,244,MB,right,right,1,0,0,rare
59,245,MB,left,right,0,1,0,common
59,246,MB,left,right,1,0,1,common
59,247,MB,left,right,1,1,0,common
59,248,MB,left,left,1,1,1,common
59,249,MB,left,right,1,1,1,common
60,0,MF,left,right,0,1,,
60,1,MF,left,right,1,1,1,common
60,2,MF,left,left,1,0,1,common
60,3,MF,right,right,0,0,0,rare
60,4,MF,right,right,1,0,0,rare
60,5,MF,left,right,0,0,0,rare
60,6,MF,right,left,0,1,0,common
60,7,MF,left,left,0,1,1,common
60,8,MF,right,left,0,0,1,rare
60,9,MF,right,left,1,1,0,rare
60,10,MF,right,left,1,1,1,common
60,11,MF,left,left,0,1,1,common
60,12,MF,left,left,1,1,1,rare
60,13,MF,right,left,0,1,1,common
60,14,MF,right,left,1,1,1,common
60,15,MF,left,right,0,0,1,common
60,16,MF,right,left,0,0,0,common
60,17,MF,left,left,0,0,0,common
60,18,MF,left,left,1,0,0,common
60,19,MF,right,left,0,1,0,rare
60,20,MF,right,left,1,1,1,common
60,21,MF,right,right,1,0,1,rare
60,22,MF,right,left,1,1,0,rare
60,23,MF,right,left,1,1,1,rare
60,24,MF,right,left,1,1,1,common
60,25,MF,left,left,0,1,1,common
60,26,MF,right,right,0,0,1,rare
60,27,MF,left,left,0,1,0,common
60,28,MF,right,left,0,1,1,common
60,29,MF,right,left,1,1,1,rare
60,30,MF,left,left,0,0,1,common
60,31,MF,right,left,0,0,0,rare
60,32,MF,right,right,1,0,0,common
60,33,MF,left,right,0,1,0,common
60,34,MF,left,left,1,1,1,common
60,35,MF,right,left,0,1,1,common
60,36,MF,left,left,0,0,1,common
60,37,MF,left,left,1,0,0,common
60,38,MF,left,right,1,0,0,common
60,39,MF,right,right,0,1,0,common
60,40,MF,right,left,1,0,1,rare
60,41,MF,right,left,1,1,0,common
60,42,MF,left,right,0,1,1,rare
60,43,MF,left,left,1,1,1,common
60,44,MF,right,left,0,1,1,rare
60,45,MF,right,left,1,1,1,common
60,46,MF,left,left,0,1,1,common
60,47,MF,left,left,1,1,1,common
60,48,MF,right,left,0,1,1,rare
60,49,MF,left,right,0,1,1,rare
60,50,MF,left,right,1,0,1,common
60,51,MF,left,left,1,1,0,common
60,52,MF,right,left,0,0,1,common
60,53,MF,left,right,0,0,0,rare
60,54,MF,left,left,1,1,0,common
60,55,MF,right,right,0,1,1,rare
60,56,MF,left,right,0,1,1,rare
60,57,MF,left,left,1,1,1,common
60,58,MF,right,left,0,0,1,common
60,59,MF,left,left,0,0,0,common
60,60,MF,right,left,0,1,0,common
60,61,MF,right,left,1,1,1,common
60,62,MF,right,left,1,1,1,common
60,63,MF,left,left,0,0,1,common
60,64,MF,right,left,0,1,0,rare
60,65,MF,left,right,0,1,1,common
60,66,MF,left,right,1,0,1,common
60,67,MF,left,left,1,1,0,rare
60,68,MF,left,left,1,1,1,rare
60,69,MF,right,right,0,0,1,rare
60,70,MF,left,left,0,0,0,common
60,71,MF,left,right,1,0,0,rare
60,72,MF,right,left,0,0,0,common
60,73,MF,left,right,0,0,0,common
60,74,MF,left,left,1,0,0,common
60,75,MF,left,left,1,1,0,common
60,76,MF,left,right,1,1,1,common
60,77,MF,left,right,1,1,1,rare
60,78,MF,right,left,0,0,1,common
60,79,MF,right,right,1,0,0,rare
60,80,MF,left,right,0,1,0,common
60,81,MF,left,right,1,0,1,common
60,82,MF,left,right,1,0,0,common
60,83,MF,left,right,1,0,0,common
60,84,MF,right,right,0,1,0,common
60,85,MF,right,right,1,0,1,common
60,86,MF,right,right,1,1,0,common
60,87,MF,right,right,1,1,1,common
60,88,MF,right,left,1,0,1,rare
60,89,MF,right,right,1,0,0,rare
60,90,MF,right,right,1,1,0,rare
60,91,MF,right,right,1,1,1,common
60,92,MF,left,right,0,1,1,rare
60,93,MF,right,right,0,1,1,common
60,94,MF,right,right,1,0,1,common
60,95,MF,left,right,0,1,0,common
60,96,MF,left,right,1,1,1,common
60,97,MF,right,left,0,0,1,common
60,98,MF,left,left,0,1,0,common
60,99,MF,left,left,1,1,1,common
60,100,MF,right,right,0,1,1,common
60,101,MF,left,right,0,1,1,rare
60,102,MF,right,right,0,0,1,common
60,103,MF,left,left,0,1,0,rare
60,104,MF,right,right,0,1,1,common
60,105,MF,right,right,1,1,1,common
60,106,MF,right,right,1,0,1,common
60,107,MF,left,right,0,1,0,common
60,108,MF,left,right,1,1,1,common
60,109,MF,right,left,0,1,1,common
60,110,MF,right,left,1,1,1,rare
60,111,MF,left,left,0,1,1,common
60,112,MF,left,right,1,1,1,common
60,113,MF,left,right,1,0,1,common
60,114,MF,right,right,0,0,0,common
60,115,MF,left,left,0,0,0,common
60,116,MF,right,right,0,1,0,rare
60,117,MF,right,left,1,1,1,rare
60,118,MF,right,left,1,0,1,rare
60,119,MF,left,right,0,1,0,common
60,120,MF,right,left,0,0,1,rare
60,121,MF,right,right,1,1,0,common
60,122,MF,right,right,1,0,1,common
60,123,MF,right,right,1,0,0,common
60,124,MF,right,right,1,1,0,common
60,125,MF,left,right,0,1,1,rare
60,126,MF,left,right,1,1,1,common
60,127,MF,right,left,0,1,1,common
60,128,MF,right,left,1,1,1,rare
60,129,MF,right,left,1,1,1,common
60,130,MF,right,left,1,0,1,common
60,131,MF,left,left,0,1,0,common
60,132,MF,left,left,1,0,1,common
60,133,MF,right,left,0,1,0,rare
60,134,MF,left,right,0,1,1,common
60,135,MF,right,right,0,0,1,common
60,136,MF,left,left,0,1,0,rare
60,137,MF,left,left,1,1,1,common
60,138,MF,right,left,0,0,1,common
60,139,MF,right,left,1,1,0,common
60,140,MF,left,left,0,0,1,common
60,141,MF,left,left,1,1,0,rare
60,142,MF,left,right,1,0,1,common
60,143,MF,left,left,1,1,0,common
60,144,MF,left,right,1,1,1,common
60,145,MF,left,left,1,0,1,rare
60,146,MF,right,right,0,0,0,common
60,147,MF,right,right,1,0,0,common
60,148,MF,left,right,0,0,0,common
60,149,MF,left,left,1,0,0,rare
60,150,MF,left,right,1,1,0,common
60,151,MF,left,right,1,0,1,common
60,152,MF,right,right,0,0,0,common
60,153,MF,left,left,0,0,0,rare
60,154,MF,left,right,1,0,0,common
60,155,MF,left,left,1,1,0,rare
60,156,MF,left,left,1,1,1,common
60,157,MF,left,right,1,0,1,common
60,158,MF,left,right,1,1,0,common
60,159,MF,left,right,1,0,1,common
60,160,MF,left,left,1,1,0,common
60,161,MF,left,left,1,0,1,common
60,162,MF,left,left,1,0,0,rare
60,163,MF,left,right,1,1,0,common
60,164,MF,left,left,1,1,1,rare
60,165,MF,left,left,1,1,1,common
60,166,MF,left,left,1,0,1,rare
60,167,MF,right,left,0,1,0,common
60,168,MF,right,right,1,0,1,common
60,169,MF,right,left,1,1,0,rare
60,170,MF,left,right,0,0,1,common
60,171,MF,left,left,1,0,0,common
60,172,MF,left,left,1,0,0,rare
60,173,MF,right,right,0,0,0,common
60,174,MF,right,right,1,0,0,common
60,175,MF,left,left,0,0,0,rare
60,176,MF,left,left,1,1,0,rare
60,177,MF,left,left,1,0,1,common
60,178,MF,left,right,1,1,0,common
60,179,MF,right,right,0,0,1,rare
60,180,MF,left,left,0,1,0,rare
60,181,MF,right,left,0,0,1,common
60,182,MF,right,left,1,1,0,rare
60,183,MF,right,left,1,0,1,common
60,184,MF,right,left,1,1,0,rare
60,185,MF,right,left,1,0,1,common
60,186,MF,left,left,0,1,0,rare
60,187,MF,left,left,1,1,1,rare
60,188,MF,left,right,1,1,1,rare
60,189,MF,left,right,1,0,1,common
60,190,MF,left,left,1,0,0,common
60,191,MF,right,right,0,1,0,rare
60,192,MF,left,right,0,0,1,common
60,193,MF,right,right,0,0,0,common
60,194,MF,left,left,0,1,0,common
60,195,MF,left,right,1,1,1,rare
60,196,MF,right,left,0,0,1,common
60,197,MF,right,left,1,0,0,common
60,198,MF,right,right,1,0,0,common
60,199,MF,right,left,1,0,0,rare
60,200,MF,left,right,0,1,0,rare
60,201,MF,left,right,1,0,1,common
60,202,MF,right,left,0,1,0,common
60,203,MF,right,right,1,1,1,rare
60,204,MF,right,left,1,0,1,common
60,205,MF,left,right,0,1,0,rare
60,206,MF,right,right,0,1,1,common
60,207,MF,right,left,1,0,1,rare
60,208,MF,left,right,0,0,0,rare
60,209,MF,right,right,0,0,0,rare
60,210,MF,left,right,0,0,0,common
60,211,MF,left,right,1,1,0,common
60,212,MF,left,right,1,0,1,common
60,213,MF,left,right,1,0,0,common
60,214,MF,left,left,1,0,0,common
60,215,MF,right,right,0,0,0,common
60,216,MF,left,left,0,0,0,common
60,217,MF,left,left,1,0,0,common
60,218,MF,left,right,1,0,0,common
60,219,MF,right,left,0,0,0,common
60,220,MF,right,left,1,0,0,common
60,221,MF,left,right,0,1,0,rare
60,222,MF,right,right,0,1,1,common
60,223,MF,right,right,1,0,1,rare
60,224,MF,left,right,0,1,0,common
60,225,MF,left,right,1,0,1,common
60,226,MF,right,left,0,1,0,common
60,227,MF,right,left,1,1,1,common
60,228,MF,left,right,0,0,1,common
60,229,MF,left,left,1,1,0,common
60,230,MF,left,left,1,0,1,rare
60,231,MF,right,left,0,0,0,rare
60,232,MF,left,right,0,0,0,rare
60,233,MF,left,left,1,1,0,common
60,234,MF,left,left,1,1,1,rare
60,235,MF,left,right,1,0,1,rare
60,236,MF,right,left,0,1,0,common
60,237,MF,left,right,0,1,1,common
60,238,MF,right,right,0,0,1,common
60,239,MF,right,right,1,0,0,rare
60,240,MF,right,left,1,0,0,rare
60,241,MF,right,left,1,1,0,common
60,242,MF,left,left,0,0,1,common
60,243,MF,right,left,0,1,0,common
60,244,MF,right,left,1,1,1,common
60,245,MF,right,left,1,1,1,common
60,246,MF,left,left,0,1,1,rare
60,247,MF,left,left,1,1,1,rare
60,248,MF,right,left,0,1,1,common
60,249,MF,left,left,0,1,1,common
60,0,MB,right,right,0,1,,
60,1,MB,left,left,0,1,1,common
60,2,MB,right,right,0,0,1,rare
60,3,MB,right,right,1,1,0,common
60,4,MB,left,right,0,1,1,common
60,5,MB,right,right,0,0,1,common
60,6,MB,left,left,0,0,0,common
60,7,MB,right,right,0,0,0,common
60,8,MB,right,right,1,1,0,common
60,9,MB,right,right,1,1,1,rare
60,10,MB,left,right,0,1,1,rare
60,11,MB,left,left,1,0,1,common
60,12,MB,right,left,0,1,0,rare
60,13,MB,right,left,1,0,1,common
60,14,MB,left,right,0,0,0,common
60,15,MB,right,right,0,1,0,common
60,16,MB,right,right,1,1,1,common
60,17,MB,left,right,0,1,1,common
60,18,MB,right,left,0,1,1,rare
60,19,MB,left,left,0,1,1,common
60,20,MB,right,right,0,0,1,rare
60,21,MB,left,left,0,1,0,rare
60,22,MB,left,right,1,1,1,common
60,23,MB,right,right,0,0,1,rare
60,24,MB,left,left,0,0,0,common
60,25,MB,left,left,1,1,0,rare
60,26,MB,left,left,1,0,1,rare
60,27,MB,left,right,1,1,0,common
60,28,MB,right,left,0,1,1,common
60,29,MB,right,left,1,0,1,common
60,30,MB,left,left,0,0,0,rare
60,31,MB,left,left,1,0,0,common
60,32,MB,left,left,1,0,0,rare
60,33,MB,right,right,0,1,0,common
60,34,MB,right,right,1,0,1,common
60,35,MB,right,left,1,1,0,common
60,36,MB,left,right,0,0,1,common
60,37,MB,right,right,0,0,0,common
60,38,MB,right,right,1,1,0,common
60,39,MB,right,right,1,1,1,common
60,40,MB,left,right,0,0,1,common
60,41,MB,left,left,1,0,0,common
60,42,MB,right,right,0,1,0,common
60,43,MB,right,right,1,0,1,common
60,44,MB,right,right,1,1,0,rare
60,45,MB,right,right,1,0,1,common
60,46,MB,right,left,1,1,0,rare
60,47,MB,left,left,0,1,1,common
60,48,MB,right,right,0,1,1,common
60,49,MB,right,left,1,0,1,common
60,50,MB,right,left,1,1,0,rare
60,51,MB,left,left,0,0,1,common
60,52,MB,right,right,0,1,0,common
60,53,MB,left,right,0,0,1,rare
60,54,MB,right,right,0,0,0,rare
60,55,MB,right,right,1,0,0,common
60,56,MB,right,right,1,0,0,common
60,57,MB,left,right,0,1,0,common
60,58,MB,left,left,1,0,1,common
60,59,MB,left,left,1,0,0,common
60,60,MB,left,left,1,1,0,common
60,61,MB,right,right,0,0,1,rare
60,62,MB,right,left,1,0,0,rare
60,63,MB,left,left,0,1,0,common
60,64,MB,right,right,0,0,1,common
60,65,MB,right,left,1,1,0,rare
60,66,MB,right,left,1,1,1,common
60,67,MB,right,left,1,1,1,common
60,68,MB,left,right,0,0,1,common
60,69,MB,left,left,1,0,0,common
60,70,MB,right,left,0,1,0,common
60,71,MB,right,left,1,1,1,rare
60,72,MB,right,left,1,1,1,common
60,73,MB,left,left,0,0,1,common
60,74,MB,right,right,0,0,0,common
60,75,MB,right,left,1,1,0,rare
60,76,MB,right,left,1,0,1,common
60,77,MB,left,left,0,0,0,common
60,78,MB,right,right,0,0,0,common
60,79,MB,left,left,0,0,0,common
60,80,MB,left,right,1,1,0,common
60,81,MB,left,right,1,0,1,common
60,82,MB,left,left,1,1,0,common
60,83,MB,right,right,0,1,1,rare
60,84,MB,right,left,1,0,1,common
60,85,MB,left,right,0,0,0,rare
60,86,MB,left,right,1,0,0,common
60,87,MB,left,left,1,1,0,common
60,88,MB,left,left,1,1,1,common
60,89,MB,left,left,1,0,1,common
60,90,MB,left,left,1,0,0,rare
60,91,MB,left,left,1,0,0,common
60,92,MB,left,right,1,0,0,common
60,93,MB,right,right,0,1,0,rare
60,94,MB,left,right,0,0,1,common
60,95,MB,right,left,0,0,0,common
60,96,MB,right,right,1,0,0,common
60,97,MB,right,right,1,0,0,rare
60,98,MB,right,right,1,0,0,common
60,99,MB,left,right,0,0,0,rare
60,100,MB,right,right,0,1,0,rare
60,101,MB,right,left,1,1,1,common
60,102,MB,left,right,0,0,1,rare
60,103,MB,right,right,0,0,0,common
60,104,MB,left,left,0,0,0,common
60,105,MB,left,right,1,0,0,common
60,106,MB,right,left,0,0,0,common
60,107,MB,left,right,0,0,0,common
60,108,MB,left,left,1,0,0,common
60,109,MB,right,right,0,0,0,common
60,110,MB,left,right,0,1,0,common
60,111,MB,left,left,1,1,1,common
60,112,MB,left,left,1,0,1,rare
60,113,MB,left,right,1,0,0,rare
60,114,MB,right,left,0,0,0,common
60,115,MB,left,left,0,1,0,common
60,116,MB,right,left,0,1,1,common
60,117,MB,right,left,1,0,1,rare
60,118,MB,right,left,1,1,0,common
60,119,MB,left,left,0,0,1,common
60,120,MB,right,right,0,0,0,common
60,121,MB,left,left,0,1,0,common
60,122,MB,left,left,1,1,1,common
60,123,MB,right,left,0,0,1,rare
60,124,MB,right,left,1,0,0,rare
60,125,MB,left,right,0,0,0,common
60,126,MB,left,right,1,0,0,common
60,127,MB,right,left,0,1,0,common
60,128,MB,right,right,1,1,1,common
60,129,MB,right,left,1,0,1,common
60,130,MB,left,left,0,0,0,common
60,131,MB,right,right,0,0,0,common
60,132,MB,left,left,0,0,0,common
60,133,MB,left,left,1,0,0,common
60,134,MB,right,left,0,0,0,common
60,135,MB,right,right,1,0,0,common
60,136,MB,right,left,1,0,0,common
60,137,MB,left,right,0,0,0,common
60,138,MB,left,left,1,0,0,common
60,139,MB,left,right,1,0,0,common
60,140,MB,right,left,0,0,0,common
60,141,MB,right,left,1,0,0,common
60,142,MB,left,left,0,1,0,common
60,143,MB,right,right,0,0,1,rare
60,144,MB,left,left,0,0,0,common
60,145,MB,right,left,0,1,0,rare
60,146,MB,left,right,0,1,1,common
60,147,MB,right,left,0,1,1,common
60,148,MB,left,left,0,0,1,common
60,149,MB,right,left,0,0,0,rare
60,150,MB,left,right,0,1,0,common
60,151,MB,left,right,1,1,1,common
60,152,MB,left,right,1,0,1,common
60,153,MB,right,right,0,0,0,common
60,154,MB,right,right,1,1,0,common
60,155,MB,right,right,1,0,1,rare
60,156,MB,right,left,1,1,0,rare
60,157,MB,right,right,1,1,1,common
60,158,MB,right,left,1,1,1,rare
60,159,MB,left,right,0,0,1,common
60,160,MB,right,left,0,0,0,common
60,161,MB,left,right,0,0,0,common
60,162,MB,left,left,1,0,0,rare
60,163,MB,right,left,0,0,0,common
60,164,MB,right,right,1,0,0,common
60,165,MB,right,right,1,1,0,rare
60,166,MB,left,right,0,0,1,common
60,167,MB,left,right,1,0,0,common
60,168,MB,right,right,0,1,0,common
60,169,MB,right,left,1,1,1,common
60,170,MB,left,right,0,1,1,common
60,171,MB,right,right,0,0,1,common
60,172,MB,right,right,1,1,0,rare
60,173,MB,left,right,0,0,1,common
60,174,MB,left,right,1,1,0,rare
60,175,MB,left,right,1,0,1,common
60,176,MB,left,right,1,1,0,common
60,177,MB,left,left,1,0,1,common
60,178,MB,left,right,1,0,0,rare
60,179,MB,left,right,1,0,0,rare
60,180,MB,right,right,0,0,0,rare
60,181,MB,left,right,0,0,0,rare
60,182,MB,left,left,1,0,0,common
60,183,MB,left,left,1,1,0,rare
60,184,MB,left,right,1,1,1,common
60,185,MB,right,left,0,1,1,common
60,186,MB,right,right,1,0,1,rare
60,187,MB,right,left,1,1,0,common
60,188,MB,right,left,1,0,1,common
60,189,MB,right,right,1,0,0,rare
60,190,MB,right,right,1,0,0,rare
60,191,MB,right,right,1,0,0,rare
60,192,MB,right,left,1,1,0,common
60,193,MB,right,right,1,1,1,common
60,194,MB,right,left,1,1,1,rare
60,195,MB,left,right,0,0,1,common
60,196,MB,left,left,1,1,0,common
60,197,MB,right,left,0,1,1,rare
60,198,MB,left,left,0,0,1,common
60,199,MB,right,left,0,0,0,rare
60,200,MB,right,left,1,0,0,rare
60,201,MB,right,right,1,1,0,common
60,202,MB,left,right,0,0,1,common
60,203,MB,left,left,1,0,0,rare
60,204,MB,right,right,0,0,0,common
60,205,MB,right,left,1,0,0,rare
60,206,MB,right,left,1,0,0,common
60,207,MB,left,right,0,0,0,common
60,208,MB,left,right,1,1,0,rare
60,209,MB,left,left,1,0,1,common
60,210,MB,left,left,1,0,0,common
60,211,MB,right,right,0,0,0,common
60,212,MB,right,left,1,0,0,rare
60,213,MB,left,right,0,0,0,rare
60,214,MB,left,right,1,1,0,rare
60,215,MB,left,right,1,1,1,rare
60,216,MB,left,right,1,1,1,common
60,217,MB,right,left,0,1,1,common
60,218,MB,left,right,0,1,1,common
60,219,MB,left,right,1,1,1,common
60,220,MB,left,right,1,1,1,common
60,221,MB,right,right,0,1,1,common
60,222,MB,left,right,0,1,1,rare
60,223,MB,left,right,1,1,1,common
60,224,MB,left,right,1,1,1,common
60,225,MB,right,right,0,1,1,common
60,226,MB,left,right,0,0,1,common
60,227,MB,left,left,1,0,0,common
60,228,MB,right,right,0,0,0,common
60,229,MB,left,right,0,0,0,rare
60,230,MB,left,right,1,1,0,rare
60,231,MB,right,left,0,0,1,common
60,232,MB,left,right,0,0,0,common
60,233,MB,left,left,1,0,0,common
60,234,MB,left,right,1,1,0,common
60,235,MB,right,right,0,1,1,rare
60,236,MB,right,left,1,0,1,common
60,237,MB,right,right,1,1,0,rare
60,238,MB,left,right,0,1,1,common
60,239,MB,right,right,0,0,1,common
60,240,MB,left,right,0,1,0,common
60,241,MB,left,right,1,0,1,common
60,242,MB,right,right,0,1,0,common
60,243,MB,right,right,1,1,1,common
60,244,MB,right,right,1,0,1,common
60,245,MB,right,right,1,1,0,rare
60,246,MB,right,right,1,1,1,common
60,247,MB,right,right,1,1,1,common
60,248,MB,right,left,1,1,1,common
60,249,MB,left,left,0,1,1,common
61,0,MF,right,right,0,1,,
61,1,MF,right,left,1,0,1,rare
61,2,MF,right,left,1,0,0,common
61,3,MF,right,left,1,1,0,common
61,4,MF,right,right,1,1,1,common
61,5,MF,right,left,1,1,1,rare
61,6,MF,right,right,1,1,1,common
61,7,MF,right,left,1,1,1,common
61,8,MF,right,left,1,1,1,common
61,9,MF,right,right,1,0,1,rare
61,10,MF,right,left,1,0,0,common
61,11,MF,right,left,1,0,0,rare
61,12,MF,right,left,1,0,0,common
61,13,MF,right,left,1,1,0,rare
61,14,MF,right,left,1,1,1,common
61,15,MF,right,right,1,1,1,common
61,16,MF,right,left,1,1,1,rare
61,17,MF,right,right,1,1,1,common
61,18,MF,right,left,1,0,1,rare
